id,age,gender,education,neuroticism,extraversion,openness,agreeableness,conscientiousness,impulsivity,sensation_seeking,alcohol_ever,alcohol_year,alcohol_week,caffeine_ever,caffeine_year,caffeine_week,cannabis_ever,cannabis_year,cannabis_week,cocaine_ever,cocaine_year,cocaine_week,meth_ever,meth_year,meth_week
486,35-44,F,Ed2,30,46,42,48,40,1,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
487,45-54,F,Ed2,31,42,35,50,36,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
488,25-34,M,Ed4,50,28,53,38,31,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
489,35-44,F,Ed4,53,27,54,36,44,4,4,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
490,25-34,M,Ed2,40,30,47,48,39,3,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
491,18-24,M,Ed1,54,30,48,30,29,3,6,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
492,18-24,M,Ed5,26,47,52,34,31,2,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
493,45-54,F,Ed6,42,45,49,41,36,7,10,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
494,18-24,M,Ed4,27,43,49,47,42,4,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
495,18-24,M,Ed6,41,36,52,43,44,6,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
496,18-24,M,Ed5,43,28,52,35,29,1,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
497,18-24,M,Ed6,25,37,49,47,43,1,5,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
498,55-64,M,Ed5,28,41,50,47,48,1,4,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
499,25-34,M,Ed8,36,48,60,39,42,2,6,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
500,25-34,M,Ed2,35,36,52,46,36,3,6,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
501,55-64,F,Ed5,49,35,55,42,27,6,9,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
502,35-44,F,Ed6,36,43,40,38,49,5,8,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
503,25-34,F,Ed6,30,39,36,43,39,6,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0
504,18-24,M,Ed5,22,44,44,39,40,5,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
505,55-64,F,Ed6,36,38,44,38,46,7,8,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
506,35-44,M,Ed2,35,40,44,43,45,1,2,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
507,45-54,M,Ed6,40,43,48,36,33,6,6,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
508,35-44,M,Ed7,31,44,52,38,46,4,6,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
509,25-34,M,Ed7,37,38,39,34,42,4,4,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
510,35-44,M,Ed2,50,32,38,31,36,2,6,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
511,35-44,F,Ed8,26,47,44,45,43,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
512,35-44,M,Ed7,36,46,42,41,39,5,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
513,45-54,F,Ed8,40,43,45,42,44,3,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
514,18-24,M,Ed5,40,43,50,44,34,8,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
515,55-64,M,Ed2,34,38,45,48,45,3,5,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
516,35-44,M,Ed2,45,38,35,40,40,3,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
517,18-24,F,Ed3,23,52,49,44,44,6,10,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
518,35-44,F,Ed2,34,41,41,32,44,3,4,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
519,25-34,F,Ed8,39,39,48,40,48,2,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
520,25-34,M,Ed6,41,36,47,42,36,5,9,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0
521,25-34,M,Ed8,34,42,37,50,53,5,9,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
522,35-44,F,Ed7,38,38,39,38,48,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
523,45-54,F,Ed2,42,38,40,40,43,2,2,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
524,18-24,M,Ed5,36,42,46,34,41,5,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
525,18-24,M,Ed5,33,43,45,38,32,4,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
526,35-44,F,Ed1,37,34,33,44,45,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0
527,45-54,F,Ed7,29,44,53,55,56,4,6,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1
528,55-64,M,Ed4,20,43,38,43,45,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
529,18-24,M,Ed6,45,30,44,30,31,6,6,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
530,35-44,M,Ed9,42,39,45,47,29,5,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
531,25-34,F,Ed6,43,47,46,43,42,3,9,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
532,55-64,M,Ed7,45,40,50,30,46,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
533,45-54,M,Ed7,46,29,41,45,35,3,8,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
534,18-24,F,Ed7,33,41,41,53,49,4,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
535,25-34,M,Ed8,32,39,41,32,37,5,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
536,35-44,F,Ed8,20,54,43,52,51,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
537,25-34,F,Ed7,45,40,52,29,38,4,5,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
538,18-24,F,Ed7,49,45,39,49,37,5,6,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
539,45-54,F,Ed5,43,38,37,48,35,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
540,35-44,F,Ed7,47,38,46,47,46,4,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
541,45-54,M,Ed8,24,48,45,47,53,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
542,45-54,F,Ed7,26,42,45,37,43,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
543,45-54,F,Ed7,38,45,46,48,45,4,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
544,35-44,M,Ed3,43,45,52,35,34,4,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
545,25-34,F,Ed7,44,44,39,38,44,3,5,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
546,18-24,F,Ed2,48,36,41,38,34,7,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
547,35-44,F,Ed6,51,41,43,47,36,2,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
548,45-54,F,Ed5,27,37,52,59,42,1,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0
549,25-34,F,Ed8,20,35,39,40,54,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
550,18-24,M,Ed7,48,37,47,44,28,5,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
551,25-34,F,Ed8,25,47,47,39,41,3,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
552,18-24,F,Ed7,34,37,36,48,50,1,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
553,35-44,F,Ed8,28,48,47,36,49,3,9,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
554,18-24,F,Ed8,52,29,45,48,44,3,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
555,25-34,F,Ed8,46,26,43,43,45,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
556,25-34,F,Ed9,42,43,43,43,50,5,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
557,45-54,F,Ed8,38,33,38,43,48,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
558,18-24,F,Ed7,34,38,48,42,44,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
559,25-34,F,Ed7,21,46,45,52,50,2,5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
560,18-24,F,Ed7,31,39,42,49,41,7,9,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
561,45-54,F,Ed7,28,40,49,45,49,4,4,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
562,18-24,F,Ed7,46,41,41,45,45,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
563,35-44,F,Ed7,42,44,49,36,47,3,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
564,35-44,F,Ed8,58,43,35,41,51,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
565,25-34,F,Ed8,44,42,42,31,40,4,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
566,45-54,F,Ed5,31,37,46,44,39,8,3,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
567,45-54,F,Ed8,39,34,47,47,36,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
568,18-24,F,Ed7,45,47,39,49,46,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
569,18-24,M,Ed7,53,44,54,37,38,3,6,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
570,35-44,M,Ed8,46,34,45,41,42,3,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
571,35-44,F,Ed9,32,45,45,37,56,2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
572,35-44,F,Ed6,38,47,38,31,39,5,8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
573,18-24,F,Ed8,21,52,45,50,53,4,8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
574,35-44,M,Ed6,48,31,34,36,37,8,6,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
575,55-64,F,Ed5,27,46,49,39,39,5,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
576,35-44,F,Ed7,55,29,33,47,28,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
577,35-44,M,Ed2,20,45,35,40,49,3,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
578,25-34,F,Ed8,44,42,47,47,48,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
579,25-34,F,Ed7,46,45,41,51,41,2,5,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
580,45-54,F,Ed8,46,39,48,50,51,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
581,18-24,F,Ed8,34,45,50,44,47,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
582,35-44,F,Ed5,25,40,38,43,27,8,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
583,18-24,M,Ed5,27,50,49,41,37,6,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
584,35-44,F,Ed6,39,48,56,41,48,5,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
585,18-24,F,Ed5,42,40,42,46,39,3,9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
586,25-34,M,Ed7,33,41,44,35,47,7,7,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
587,18-24,M,Ed6,43,36,54,36,40,5,7,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
588,18-24,M,Ed5,39,42,44,48,28,4,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
589,25-34,F,Ed2,31,50,49,49,43,3,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
590,55-64,F,Ed5,24,39,48,37,45,5,6,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
591,35-44,M,Ed1,30,40,42,39,46,3,7,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
592,35-44,F,Ed7,40,37,44,32,52,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
593,35-44,F,Ed6,14,46,47,46,54,2,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
594,25-34,M,Ed6,35,46,46,47,46,4,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
595,35-44,M,Ed2,32,36,42,35,37,7,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
596,45-54,M,Ed6,39,41,43,34,45,3,8,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
597,18-24,M,Ed2,23,45,51,49,48,5,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
598,55-64,F,Ed6,32,37,44,38,46,6,9,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0
599,45-54,F,Ed6,36,41,42,46,44,3,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
600,18-24,M,Ed5,41,39,48,43,35,5,7,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
601,45-54,F,Ed8,43,36,42,54,43,2,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
602,18-24,M,Ed5,46,47,51,44,34,8,9,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
603,18-24,M,Ed5,41,28,38,29,46,5,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
604,18-24,M,Ed5,54,33,51,39,34,5,8,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
605,25-34,M,Ed7,29,34,43,33,43,2,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
606,35-44,F,Ed5,40,42,48,49,45,2,4,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
607,55-64,F,Ed8,15,47,57,51,34,2,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
608,18-24,M,Ed7,31,40,38,52,36,3,9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
609,45-54,M,Ed5,35,40,52,55,41,2,6,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
610,25-34,M,Ed7,21,48,54,44,49,5,10,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
611,55-64,F,Ed6,48,34,36,50,30,8,5,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
612,25-34,M,Ed5,27,46,52,44,37,4,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
613,25-34,M,Ed7,29,42,42,51,46,5,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
614,35-44,M,Ed7,25,41,45,41,39,3,4,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
615,25-34,F,Ed8,54,38,44,32,37,4,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
616,25-34,F,Ed1,33,44,41,37,44,7,5,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
617,35-44,F,Ed8,37,39,43,48,40,6,9,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
618,45-54,F,Ed5,46,41,45,39,34,7,9,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0
619,45-54,M,Ed6,27,48,44,39,47,2,6,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
620,25-34,F,Ed7,35,47,52,44,42,5,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
621,55-64,M,Ed8,29,33,51,37,46,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
622,18-24,M,Ed4,41,30,43,52,28,7,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
623,35-44,M,Ed8,27,44,45,34,44,6,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
624,35-44,F,Ed8,34,43,44,45,52,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
625,45-54,F,Ed8,32,40,43,41,31,8,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
626,35-44,F,Ed9,36,40,37,43,44,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
627,35-44,F,Ed6,32,36,42,37,44,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
628,35-44,M,Ed7,35,37,40,40,45,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
629,35-44,M,Ed9,21,33,35,54,46,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
630,25-34,F,Ed9,48,32,37,53,44,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
631,45-54,F,Ed9,31,43,50,45,41,3,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
632,35-44,F,Ed9,41,38,56,45,49,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
633,18-24,F,Ed7,40,39,44,56,49,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
634,18-24,F,Ed7,48,37,37,37,47,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
635,25-34,F,Ed8,29,51,49,44,44,2,6,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
636,35-44,F,Ed9,48,41,46,36,37,3,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
637,35-44,M,Ed7,28,38,45,50,38,2,6,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
638,45-54,F,Ed7,29,42,43,46,42,4,5,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
639,35-44,F,Ed6,32,41,39,48,45,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
640,18-24,F,Ed7,33,36,36,42,52,2,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
641,25-34,M,Ed2,33,51,52,51,45,5,10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
642,45-54,M,Ed7,34,35,49,44,41,3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
643,35-44,M,Ed8,29,46,52,56,53,3,7,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
644,25-34,F,Ed8,26,44,44,51,50,2,7,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
645,25-34,M,Ed5,38,38,34,47,37,3,6,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
646,45-54,M,Ed7,36,38,44,38,39,7,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
647,18-24,F,Ed7,31,39,44,42,47,3,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
648,18-24,M,Ed5,23,49,53,32,48,2,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
649,35-44,F,Ed8,47,41,53,55,34,7,10,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
650,25-34,F,Ed7,34,45,37,43,54,4,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
651,45-54,F,Ed8,31,53,59,53,43,7,7,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
652,25-34,M,Ed8,42,43,49,47,34,4,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
653,18-24,M,Ed5,46,48,54,39,34,4,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
654,18-24,M,Ed5,29,44,46,44,42,7,7,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
655,35-44,F,Ed2,32,46,41,46,49,2,3,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
656,25-34,M,Ed8,31,51,43,42,34,5,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
657,45-54,M,Ed5,48,36,48,35,33,7,7,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
658,45-54,M,Ed6,47,30,55,40,31,8,10,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
659,18-24,M,Ed8,42,41,49,41,38,6,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
660,25-34,M,Ed9,28,49,57,37,39,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
661,25-34,F,Ed8,24,43,46,50,43,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
662,18-24,F,Ed7,33,32,41,42,51,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
663,25-34,F,Ed7,36,41,48,55,53,5,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
664,25-34,F,Ed9,48,31,44,34,31,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
665,18-24,M,Ed7,32,37,50,45,38,5,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
666,25-34,F,Ed9,47,37,47,45,40,2,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
667,18-24,M,Ed4,19,38,47,42,35,6,7,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
668,35-44,M,Ed5,45,35,54,41,44,3,6,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1
669,45-54,M,Ed7,21,53,47,45,39,4,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
670,25-34,M,Ed5,30,46,49,41,41,4,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
671,18-24,M,Ed6,32,41,43,38,39,0,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
672,35-44,M,Ed6,31,45,46,39,43,6,9,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
673,18-24,M,Ed7,33,40,55,48,48,5,5,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
674,18-24,F,Ed5,48,47,49,47,48,2,6,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
675,18-24,F,Ed8,44,35,42,39,34,2,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
676,35-44,M,Ed6,35,38,41,38,36,4,9,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
677,18-24,M,Ed6,38,40,34,42,44,6,8,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
678,25-34,M,Ed7,41,38,49,39,37,3,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
679,18-24,M,Ed5,56,24,44,43,26,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
680,18-24,F,Ed5,42,38,42,35,51,2,9,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
681,45-54,M,Ed9,38,34,45,43,26,2,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0
682,35-44,M,Ed5,24,40,37,39,43,6,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
683,25-34,M,Ed8,49,27,49,45,46,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
684,35-44,F,Ed7,41,39,43,42,37,1,4,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0
685,35-44,F,Ed6,45,35,54,35,30,7,10,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
686,25-34,M,Ed7,32,41,51,40,36,6,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
687,18-24,F,Ed5,51,46,55,41,35,6,9,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
688,45-54,F,Ed1,27,44,39,49,44,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
689,35-44,M,Ed5,46,47,44,35,46,6,9,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
690,55-64,F,Ed8,44,35,43,43,41,8,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
691,55-64,M,Ed5,40,35,36,33,41,5,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
692,25-34,F,Ed7,34,39,39,44,45,2,4,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
693,45-54,F,Ed8,38,35,44,41,38,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
694,35-44,M,Ed8,25,38,47,46,46,1,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
695,35-44,M,Ed6,27,36,43,39,40,4,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
696,35-44,F,Ed8,34,37,46,51,53,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
697,55-64,M,Ed7,28,42,49,33,51,3,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
698,45-54,F,Ed7,21,38,53,53,42,2,6,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
699,35-44,M,Ed7,35,33,52,43,37,3,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
700,55-64,M,Ed5,34,32,41,45,34,3,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
701,35-44,F,Ed5,45,41,49,37,43,7,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
702,45-54,M,Ed1,26,47,49,48,49,2,7,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
703,35-44,F,Ed7,32,44,50,41,42,6,8,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
704,55-64,M,Ed7,23,45,45,37,41,2,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
705,35-44,M,Ed5,28,38,42,39,44,2,4,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0
706,18-24,M,Ed5,23,42,53,55,43,2,5,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
707,18-24,F,Ed7,34,33,36,40,44,5,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
708,25-34,M,Ed7,35,52,48,42,38,5,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
709,18-24,M,Ed5,40,36,43,48,49,1,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
710,18-24,M,Ed6,27,38,41,47,45,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
711,18-24,M,Ed7,45,41,50,39,32,4,9,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
712,18-24,M,Ed5,30,39,40,50,45,1,3,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
713,25-34,F,Ed8,41,42,51,44,49,3,4,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
714,18-24,M,Ed7,41,45,52,54,42,6,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
715,18-24,M,Ed6,43,47,49,36,40,6,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
716,18-24,F,Ed5,42,43,53,54,44,3,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
717,18-24,M,Ed5,35,29,37,39,28,7,3,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
718,35-44,M,Ed7,28,34,44,44,44,2,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
719,18-24,M,Ed2,35,31,41,39,40,8,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
720,55-64,M,Ed7,32,33,41,40,39,5,7,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
721,35-44,M,Ed5,48,45,52,42,49,6,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
722,35-44,F,Ed6,51,35,48,48,43,2,3,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
723,55-64,M,Ed6,35,38,46,39,39,1,2,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
724,25-34,F,Ed7,27,49,48,49,46,4,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
725,35-44,F,Ed5,47,36,51,48,39,4,5,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
726,25-34,F,Ed8,39,44,51,53,44,3,10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
727,18-24,M,Ed6,56,33,51,35,38,2,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
